Genero_Usuario,Idade_Usuario,Veiculo,Loja_Aluguel,Data_Aluguel,Hora_Aluguel,Loja_Devolucao,Data_Devolucao,Hora_Devolucao
M,46,7620,8,03/02/2020,15:28:55,8,03/02/2020,15:42:06
F,24,15333,108,03/02/2020,15:28:58,139,03/02/2020,15:40:36
M,48,7622,290,03/02/2020,15:29:04,72,03/02/2020,15:44:44
M,34,11181,359,03/02/2020,15:29:07,358,03/02/2020,15:31:34
M,25,6894,67,03/02/2020,15:29:15,46,03/02/2020,15:36:39
F,31,8841,146,03/02/2020,15:29:20,71,03/02/2020,15:34:25
M,26,11911,119,03/02/2020,15:29:24,113,03/02/2020,15:41:51
F,25,6874,67,03/02/2020,15:29:29,46,03/02/2020,15:36:36
M,47,4369,11,03/02/2020,15:29:33,174,03/02/2020,15:36:41
M,30,6841,326,03/02/2020,15:29:34,330,03/02/2020,15:37:32
M,30,11647,58,03/02/2020,15:29:39,36,03/02/2020,15:34:44
M,27,11278,194,03/02/2020,15:29:46,197,03/02/2020,15:52:49
M,28,10233,6,03/02/2020,15:29:50,54,03/02/2020,15:42:37
M,57,4195,2,03/02/2020,15:29:51,1,03/02/2020,15:33:09
M,43,9304,131,03/02/2020,15:29:52,34,03/02/2020,15:33:04
M,64,6871,262,03/02/2020,15:29:54,95,03/02/2020,15:37:25
F,28,9077,310,03/02/2020,15:29:55,329,03/02/2020,15:34:32
F,26,8966,120,03/02/2020,15:29:56,180,03/02/2020,15:52:12
M,30,9870,93,03/02/2020,15:29:56,271,03/02/2020,15:46:07
M,27,10533,47,03/02/2020,15:29:58,150,03/02/2020,15:35:22
M,31,7264,396,03/02/2020,15:29:58,390,03/02/2020,15:35:29
M,32,11933,138,03/02/2020,15:30:03,148,03/02/2020,15:32:37
F,26,9456,47,03/02/2020,15:30:09,189,03/02/2020,15:58:50
M,44,9678,415,03/02/2020,15:30:10,322,03/02/2020,15:47:11
M,34,11810,42,03/02/2020,15:30:13,295,03/02/2020,15:52:57
F,25,10786,180,03/02/2020,15:30:14,72,03/02/2020,15:36:41
F,36,7741,29,03/02/2020,15:30:15,120,03/02/2020,15:38:27
M,25,9872,304,03/02/2020,15:30:24,310,03/02/2020,15:46:46
F,24,7759,388,03/02/2020,15:30:24,350,03/02/2020,15:41:52
M,32,8223,173,03/02/2020,15:30:33,40,03/02/2020,15:41:06
M,18,9437,136,03/02/2020,15:30:36,138,03/02/2020,15:36:22
M,26,7554,47,03/02/2020,15:30:41,189,03/02/2020,15:58:28
M,32,10348,27,03/02/2020,15:30:41,261,03/02/2020,15:46:40
M,24,9043,427,03/02/2020,15:30:49,395,03/02/2020,15:52:20
F,41,10504,174,03/02/2020,15:30:50,193,03/02/2020,15:57:50
M,26,8702,211,03/02/2020,15:30:53,24,03/02/2020,15:40:29
M,34,7969,393,03/02/2020,15:30:58,358,03/02/2020,15:42:27
M,21,7702,49,03/02/2020,15:31:08,46,03/02/2020,15:34:52
F,44,10920,167,03/02/2020,15:31:09,136,03/02/2020,15:44:01
M,39,7814,393,03/02/2020,15:31:16,358,03/02/2020,15:42:25
M,57,8547,318,03/02/2020,15:31:27,342,03/02/2020,15:38:13
M,52,12464,27,03/02/2020,15:31:36,478,03/02/2020,15:47:01
M,37,8480,37,03/02/2020,15:31:37,74,03/02/2020,15:38:52
M,29,9375,64,03/02/2020,15:31:55,185,03/02/2020,15:47:10
F,32,9402,182,03/02/2020,15:32:00,182,03/02/2020,16:03:38
M,63,7788,303,03/02/2020,15:32:01,299,03/02/2020,15:38:43
M,21,9079,167,03/02/2020,15:32:08,182,03/02/2020,15:35:59
F,36,8182,166,03/02/2020,15:32:18,328,03/02/2020,15:42:47
F,31,8835,27,03/02/2020,15:32:32,39,03/02/2020,15:42:53
M,24,8877,187,03/02/2020,15:32:34,78,03/02/2020,15:38:31
F,34,10089,27,03/02/2020,15:32:42,39,03/02/2020,15:42:59
F,49,3837,262,03/02/2020,15:32:42,183,03/02/2020,15:49:10
M,31,4289,350,03/02/2020,15:32:44,314,03/02/2020,16:00:20
M,30,10128,73,03/02/2020,15:32:44,9,03/02/2020,15:47:40
F,30,10385,168,03/02/2020,15:32:46,74,03/02/2020,15:41:00
M,36,11844,15,03/02/2020,15:32:49,30,03/02/2020,15:37:41
M,39,8576,80,03/02/2020,15:32:52,280,03/02/2020,15:44:40
F,32,11801,348,03/02/2020,15:32:54,415,03/02/2020,15:44:37
M,48,10612,262,03/02/2020,15:33:01,183,03/02/2020,15:49:05
M,25,11218,462,03/02/2020,15:33:16,460,03/02/2020,15:39:53
M,27,9925,278,03/02/2020,15:33:22,39,03/02/2020,15:44:07
M,25,10424,288,03/02/2020,15:33:25,312,03/02/2020,15:36:07
M,25,10811,167,03/02/2020,15:33:33,287,03/02/2020,15:38:35
M,28,10464,72,03/02/2020,15:33:33,134,03/02/2020,15:49:19
M,27,9767,173,03/02/2020,15:33:42,167,03/02/2020,15:36:34
M,39,11162,25,03/02/2020,15:33:46,208,03/02/2020,15:52:17
F,23,11151,368,03/02/2020,15:33:52,383,03/02/2020,15:38:03
F,25,15289,175,03/02/2020,15:33:57,175,03/02/2020,15:37:12
M,28,2507,16,03/02/2020,15:33:57,18,03/02/2020,15:41:35
M,25,15072,175,03/02/2020,15:34:06,391,03/02/2020,16:12:09
M,34,12353,37,03/02/2020,15:34:19,269,03/02/2020,15:57:04
F,30,7812,60,03/02/2020,15:34:29,73,03/02/2020,15:46:13
M,31,11808,2,03/02/2020,15:34:30,35,03/02/2020,15:42:59
M,56,8758,195,03/02/2020,15:34:30,70,03/02/2020,15:46:02
M,31,12259,120,03/02/2020,15:34:35,110,03/02/2020,15:42:00
M,64,10507,338,03/02/2020,15:34:49,297,03/02/2020,15:42:51
F,43,9464,107,03/02/2020,15:34:51,133,03/02/2020,15:41:23
M,27,7064,254,03/02/2020,15:34:52,271,03/02/2020,15:44:14
M,29,8435,51,03/02/2020,15:34:55,130,03/02/2020,15:44:14
M,23,7990,146,03/02/2020,15:35:11,165,03/02/2020,15:41:03
M,32,7166,188,03/02/2020,15:35:22,321,03/02/2020,16:05:56
F,27,9169,8,03/02/2020,15:35:28,212,03/02/2020,15:51:02
M,50,15256,175,03/02/2020,15:35:31,175,03/02/2020,15:51:37
M,30,11166,188,03/02/2020,15:35:33,322,03/02/2020,16:02:08
M,56,7674,83,03/02/2020,15:35:41,447,03/02/2020,15:44:34
M,34,8999,200,03/02/2020,15:35:44,73,03/02/2020,15:58:06
M,75,10413,462,03/02/2020,15:35:50,229,03/02/2020,15:45:10
M,39,11612,370,03/02/2020,15:35:51,372,03/02/2020,15:40:59
M,19,8427,83,03/02/2020,15:35:53,156,03/02/2020,16:19:04
F,41,11291,419,03/02/2020,15:35:57,386,03/02/2020,15:41:52
M,36,11821,150,03/02/2020,15:36:02,144,03/02/2020,15:46:08
F,30,12359,154,03/02/2020,15:36:03,150,03/02/2020,15:42:56
M,40,7050,462,03/02/2020,15:36:03,476,03/02/2020,15:49:40
M,19,3625,52,03/02/2020,15:36:04,146,03/02/2020,15:54:10
M,27,8255,405,03/02/2020,15:36:06,405,03/02/2020,16:03:42
M,35,12238,159,03/02/2020,15:36:08,41,03/02/2020,15:49:27
M,27,8400,47,03/02/2020,15:36:09,146,03/02/2020,15:42:48
M,32,1427,154,03/02/2020,15:36:14,150,03/02/2020,15:42:48
M,28,10832,116,03/02/2020,15:36:16,127,03/02/2020,15:44:47
M,29,8352,189,03/02/2020,15:36:17,60,03/02/2020,16:00:27
M,24,10835,56,03/02/2020,15:36:22,81,03/02/2020,15:50:27
F,28,11304,141,03/02/2020,15:36:23,157,03/02/2020,15:44:25
M,30,12270,74,03/02/2020,15:36:30,63,03/02/2020,15:41:08
M,33,11323,59,03/02/2020,15:36:30,32,03/02/2020,16:13:04
M,49,7074,84,03/02/2020,15:36:35,56,03/02/2020,15:47:02
M,24,1908,396,03/02/2020,15:36:37,398,03/02/2020,15:39:50
M,17,10735,295,03/02/2020,15:36:39,283,03/02/2020,15:42:27
F,33,10987,76,03/02/2020,15:36:44,23,03/02/2020,15:51:36
F,64,10842,165,03/02/2020,15:36:44,165,03/02/2020,15:56:22
M,41,7662,48,03/02/2020,15:36:44,90,03/02/2020,15:47:27
M,25,7071,66,03/02/2020,15:36:49,59,03/02/2020,15:43:49
M,57,12011,95,03/02/2020,15:36:54,87,03/02/2020,15:48:14
M,65,11321,165,03/02/2020,15:37:00,165,03/02/2020,15:56:14
M,29,12163,25,03/02/2020,15:37:05,83,03/02/2020,15:51:34
M,54,10175,358,03/02/2020,15:37:19,297,03/02/2020,15:48:03
M,22,8444,295,03/02/2020,15:37:22,298,03/02/2020,15:41:27
M,39,12257,121,03/02/2020,15:37:22,126,03/02/2020,15:54:22
F,26,11391,104,03/02/2020,15:37:29,94,03/02/2020,15:47:40
M,40,12415,369,03/02/2020,15:37:36,389,03/02/2020,16:25:48
M,51,6851,361,03/02/2020,15:37:36,362,03/02/2020,15:43:15
M,29,10227,39,03/02/2020,15:37:39,223,03/02/2020,15:55:15
M,37,4013,104,03/02/2020,15:37:40,94,03/02/2020,15:47:37
M,23,11109,359,03/02/2020,15:37:44,358,03/02/2020,15:39:49
F,36,3962,198,03/02/2020,15:37:51,217,03/02/2020,15:46:34
F,26,11714,158,03/02/2020,15:37:56,51,03/02/2020,15:50:04
M,46,10069,433,03/02/2020,15:38:13,433,03/02/2020,15:46:17
M,29,10527,153,03/02/2020,15:38:19,280,03/02/2020,15:44:43
F,21,8229,19,03/02/2020,15:38:23,272,03/02/2020,15:50:35
F,32,7063,206,03/02/2020,15:38:24,217,03/02/2020,15:49:16
M,40,9444,137,03/02/2020,15:38:25,7,03/02/2020,15:50:54
M,34,11707,27,03/02/2020,15:38:27,138,03/02/2020,15:49:12
M,23,7889,23,03/02/2020,15:38:37,119,03/02/2020,15:46:18
F,29,9555,425,03/02/2020,15:38:45,146,03/02/2020,16:10:28
F,24,10900,261,03/02/2020,15:38:48,194,03/02/2020,15:46:30
M,38,12420,66,03/02/2020,15:38:57,53,03/02/2020,15:41:58
M,26,10730,261,03/02/2020,15:39:03,194,03/02/2020,15:45:58
M,28,7883,271,03/02/2020,15:39:09,270,03/02/2020,15:44:45
M,39,10492,290,03/02/2020,15:39:14,5,03/02/2020,16:05:33
M,28,12363,36,03/02/2020,15:39:27,58,03/02/2020,15:43:19
M,33,9979,86,03/02/2020,15:39:50,17,03/02/2020,15:47:01
M,27,10403,76,03/02/2020,15:39:51,73,03/02/2020,15:43:50
M,32,8970,254,03/02/2020,15:39:52,271,03/02/2020,15:46:05
M,37,7326,261,03/02/2020,15:40:01,224,03/02/2020,15:51:08
M,32,11864,86,03/02/2020,15:40:03,17,03/02/2020,15:47:16
M,30,10785,125,03/02/2020,15:40:03,157,03/02/2020,15:52:11
M,30,11830,280,03/02/2020,15:40:17,281,03/02/2020,15:42:54
F,25,15126,175,03/02/2020,15:40:31,391,03/02/2020,16:12:18
F,25,4108,74,03/02/2020,15:40:31,15,03/02/2020,15:54:27
F,41,6988,233,03/02/2020,15:40:38,213,03/02/2020,15:48:49
M,25,7257,1,03/02/2020,15:40:41,6,03/02/2020,15:43:46
M,33,9493,425,03/02/2020,15:40:43,146,03/02/2020,16:10:18
M,23,8753,76,03/02/2020,15:40:43,70,03/02/2020,16:14:10
M,26,7112,286,03/02/2020,15:40:44,350,03/02/2020,16:00:50
M,47,11756,185,03/02/2020,15:40:45,188,03/02/2020,15:45:39
M,21,8953,47,03/02/2020,15:40:54,140,03/02/2020,15:46:54
M,20,10207,76,03/02/2020,15:40:58,70,03/02/2020,16:14:02
M,31,4123,281,03/02/2020,15:41:02,349,03/02/2020,16:01:36
M,18,9535,27,03/02/2020,15:41:04,271,03/02/2020,16:01:25
M,30,7322,64,03/02/2020,15:41:19,285,03/02/2020,15:52:03
M,25,9956,312,03/02/2020,15:41:30,351,03/02/2020,15:48:47
M,31,9153,82,03/02/2020,15:41:35,99,03/02/2020,15:45:21
F,30,11086,38,03/02/2020,15:41:35,145,03/02/2020,16:11:03
M,29,10477,398,03/02/2020,15:41:41,435,03/02/2020,15:49:48
M,65,10460,185,03/02/2020,15:41:51,131,03/02/2020,15:56:01
F,26,9675,174,03/02/2020,15:41:55,475,03/02/2020,16:00:52
M,32,9116,390,03/02/2020,15:41:57,350,03/02/2020,15:50:10
M,52,8213,53,03/02/2020,15:41:58,21,03/02/2020,15:50:25
M,66,12090,211,03/02/2020,15:42:00,153,03/02/2020,16:06:13
M,67,7832,276,03/02/2020,15:42:02,151,03/02/2020,15:50:19
M,52,8430,133,03/02/2020,15:42:03,149,03/02/2020,15:48:14
M,34,15213,33,03/02/2020,15:42:07,108,03/02/2020,15:50:30
M,33,7907,231,03/02/2020,15:42:07,272,03/02/2020,16:05:46
F,43,10551,74,03/02/2020,15:42:17,60,03/02/2020,15:50:26
M,29,12500,387,03/02/2020,15:42:30,443,03/02/2020,15:56:05
F,34,10061,294,03/02/2020,15:42:30,170,03/02/2020,16:08:07
M,33,10047,78,03/02/2020,15:42:31,69,03/02/2020,15:49:46
M,26,10615,64,03/02/2020,15:42:42,2,03/02/2020,16:01:07
F,30,8923,61,03/02/2020,15:42:59,182,03/02/2020,15:50:44
M,34,10371,31,03/02/2020,15:43:03,398,03/02/2020,16:08:27
F,37,7791,123,03/02/2020,15:43:17,134,03/02/2020,15:55:02
M,29,7650,69,03/02/2020,15:43:19,47,03/02/2020,15:52:45
M,23,15148,33,03/02/2020,15:43:22,257,03/02/2020,16:09:52
M,29,10242,48,03/02/2020,15:43:23,135,03/02/2020,15:54:49
M,30,11564,48,03/02/2020,15:43:34,135,03/02/2020,15:54:36
M,35,8657,64,03/02/2020,15:43:35,62,03/02/2020,15:48:40
F,24,11272,15,03/02/2020,15:43:50,16,03/02/2020,15:47:23
F,33,8638,87,03/02/2020,15:43:50,27,03/02/2020,16:01:20
M,30,11552,163,03/02/2020,15:43:59,398,03/02/2020,16:05:28
M,31,4234,134,03/02/2020,15:43:59,278,03/02/2020,15:55:45
M,46,11692,270,03/02/2020,15:44:02,85,03/02/2020,16:01:31
M,18,7677,27,03/02/2020,15:44:02,27,03/02/2020,15:55:43
M,35,4219,282,03/02/2020,15:44:10,76,03/02/2020,15:54:40
F,31,7991,29,03/02/2020,15:44:14,141,03/02/2020,16:06:22
M,33,11199,167,03/02/2020,15:44:24,146,03/02/2020,15:57:33
M,25,10641,270,03/02/2020,15:44:25,17,03/02/2020,16:05:01
M,36,10932,404,03/02/2020,15:44:28,405,03/02/2020,15:56:27
F,25,9019,323,03/02/2020,15:44:29,282,03/02/2020,15:49:18
M,67,8142,126,03/02/2020,15:44:34,134,03/02/2020,16:33:59
M,29,10231,92,03/02/2020,15:44:35,110,03/02/2020,15:59:30
M,37,12013,379,03/02/2020,15:44:47,361,03/02/2020,15:50:49
M,42,7401,310,03/02/2020,15:44:47,304,03/02/2020,15:50:20
F,38,10770,361,03/02/2020,15:44:47,362,03/02/2020,15:56:22
M,61,9138,393,03/02/2020,15:44:54,353,03/02/2020,15:54:30
F,27,8176,105,03/02/2020,15:44:57,187,03/02/2020,16:26:22
F,41,7836,51,03/02/2020,15:45:08,49,03/02/2020,15:50:57
M,26,12350,266,03/02/2020,15:45:18,23,03/02/2020,15:56:24
M,30,8846,281,03/02/2020,15:45:26,359,03/02/2020,15:55:23
F,27,8425,197,03/02/2020,15:45:32,151,03/02/2020,16:15:39
M,37,9814,85,03/02/2020,15:45:40,116,03/02/2020,15:51:07
M,28,11514,264,03/02/2020,15:45:41,144,03/02/2020,16:03:37
M,31,10961,56,03/02/2020,15:45:43,74,03/02/2020,15:52:41
M,57,7069,1,03/02/2020,15:45:44,2,03/02/2020,15:50:05
M,32,7129,77,03/02/2020,15:45:45,136,03/02/2020,15:53:36
M,30,10367,66,03/02/2020,15:45:46,127,03/02/2020,15:57:36
F,21,11913,133,03/02/2020,15:45:53,56,03/02/2020,15:51:32
F,23,7093,62,03/02/2020,15:45:56,70,03/02/2020,15:50:43
F,24,12176,319,03/02/2020,15:46:14,297,03/02/2020,15:48:24
F,34,6916,480,03/02/2020,15:46:14,242,03/02/2020,15:58:58
M,33,7169,276,03/02/2020,15:46:16,146,03/02/2020,15:54:25
M,30,11466,4,03/02/2020,15:46:18,274,03/02/2020,15:58:52
M,25,8216,18,03/02/2020,15:46:26,2,03/02/2020,15:52:51
F,48,9198,242,03/02/2020,15:46:28,239,03/02/2020,16:12:59
M,42,7038,274,03/02/2020,15:46:28,69,03/02/2020,16:13:41
M,26,7670,342,03/02/2020,15:46:30,358,03/02/2020,16:44:46
M,32,3815,465,03/02/2020,15:46:32,475,03/02/2020,15:55:43
M,59,9007,30,03/02/2020,15:46:33,61,03/02/2020,16:04:56
F,25,8959,57,03/02/2020,15:46:37,64,03/02/2020,16:00:22
M,23,7733,379,03/02/2020,15:46:38,315,03/02/2020,15:56:58
F,35,11142,27,03/02/2020,15:46:39,27,03/02/2020,15:48:47
M,53,7885,242,03/02/2020,15:46:44,239,03/02/2020,16:12:50
M,32,12373,107,03/02/2020,15:46:44,3,03/02/2020,15:53:36
F,26,9231,126,03/02/2020,15:46:46,125,03/02/2020,15:51:07
M,26,8102,112,03/02/2020,15:46:50,270,03/02/2020,16:01:49
M,37,9619,192,03/02/2020,15:47:02,478,03/02/2020,16:04:52
M,41,12068,50,03/02/2020,15:47:02,194,03/02/2020,15:57:04
M,38,7157,35,03/02/2020,15:47:05,2,03/02/2020,15:56:12
M,44,11204,134,03/02/2020,15:47:12,159,03/02/2020,15:59:48
M,28,11631,219,03/02/2020,15:47:13,197,03/02/2020,15:55:58
M,23,8504,368,03/02/2020,15:47:14,366,03/02/2020,15:49:20
M,24,12134,46,03/02/2020,15:47:23,31,03/02/2020,15:54:58
F,34,9652,134,03/02/2020,15:47:30,159,03/02/2020,16:00:24
M,48,10125,72,03/02/2020,15:47:32,150,03/02/2020,16:32:18
M,53,3282,293,03/02/2020,15:47:35,165,03/02/2020,15:55:11
M,28,10180,270,03/02/2020,15:47:36,17,03/02/2020,16:05:33
M,27,15315,327,03/02/2020,15:47:39,175,03/02/2020,15:57:34
M,27,11004,57,03/02/2020,15:47:42,31,03/02/2020,15:58:14
M,36,11308,308,03/02/2020,15:47:44,306,03/02/2020,15:49:52
M,33,12219,36,03/02/2020,15:47:50,84,03/02/2020,15:56:11
M,27,9089,211,03/02/2020,15:47:56,480,03/02/2020,15:58:57
M,57,8488,475,03/02/2020,15:47:58,1,03/02/2020,15:58:57
M,27,15156,33,03/02/2020,15:48:03,33,03/02/2020,16:17:38
M,26,7345,194,03/02/2020,15:48:08,195,03/02/2020,15:55:08
M,38,7471,97,03/02/2020,15:48:09,144,03/02/2020,16:20:52
M,20,12304,140,03/02/2020,15:48:13,156,03/02/2020,16:19:02
M,38,4237,168,03/02/2020,15:48:28,350,03/02/2020,16:06:42
F,41,10074,148,03/02/2020,15:48:33,151,03/02/2020,15:52:30
M,38,9743,25,03/02/2020,15:48:48,23,03/02/2020,15:57:47
F,24,12146,194,03/02/2020,15:48:50,195,03/02/2020,15:55:13
M,36,3896,47,03/02/2020,15:49:03,96,03/02/2020,16:02:36
M,38,4372,31,03/02/2020,15:49:13,138,03/02/2020,15:57:13
F,33,9759,266,03/02/2020,15:49:13,30,03/02/2020,16:01:14
F,36,7869,19,03/02/2020,15:49:15,17,03/02/2020,15:58:58
M,32,12093,125,03/02/2020,15:49:19,35,03/02/2020,15:55:12
F,58,15100,479,03/02/2020,15:49:25,479,03/02/2020,16:23:06
M,17,8658,47,03/02/2020,15:49:29,64,03/02/2020,16:04:28
M,39,11828,254,03/02/2020,15:49:33,254,03/02/2020,16:34:49
M,50,9430,89,03/02/2020,15:49:36,43,03/02/2020,16:00:02
M,47,11735,61,03/02/2020,15:49:42,49,03/02/2020,16:04:48
F,47,10573,47,03/02/2020,15:49:43,64,03/02/2020,16:04:07
M,48,7912,223,03/02/2020,15:49:51,452,03/02/2020,16:15:29
M,28,8863,10,03/02/2020,15:49:58,392,03/02/2020,16:22:25
M,35,12333,371,03/02/2020,15:50:01,372,03/02/2020,15:58:23
M,57,9994,128,03/02/2020,15:50:11,47,03/02/2020,16:06:47
M,37,8225,74,03/02/2020,15:50:22,53,03/02/2020,15:55:20
M,25,11491,460,03/02/2020,15:50:25,208,03/02/2020,16:02:58
F,27,7675,38,03/02/2020,15:50:30,57,03/02/2020,15:56:48
M,31,11957,318,03/02/2020,15:50:30,357,03/02/2020,15:56:36
M,45,11022,186,03/02/2020,15:50:50,60,03/02/2020,16:01:22
M,65,12190,460,03/02/2020,15:50:51,212,03/02/2020,16:09:55
M,22,12195,317,03/02/2020,15:50:53,359,03/02/2020,16:10:22
M,57,7882,158,03/02/2020,15:50:56,147,03/02/2020,15:54:06
M,28,8629,44,03/02/2020,15:51:02,78,03/02/2020,15:58:12
M,24,11328,394,03/02/2020,15:51:02,440,03/02/2020,16:05:47
M,58,10599,45,03/02/2020,15:51:05,43,03/02/2020,16:05:07
M,56,8648,64,03/02/2020,15:51:06,154,03/02/2020,15:56:06
F,24,8395,394,03/02/2020,15:51:17,440,03/02/2020,16:05:56
M,31,7580,10,03/02/2020,15:51:18,258,03/02/2020,16:10:20
M,32,7237,39,03/02/2020,15:51:23,143,03/02/2020,15:59:00
M,25,8700,265,03/02/2020,15:51:26,126,03/02/2020,16:47:06
F,24,11713,115,03/02/2020,15:51:26,266,03/02/2020,16:03:17
F,30,12437,179,03/02/2020,15:51:30,67,03/02/2020,15:57:56
F,30,8288,77,03/02/2020,15:51:30,40,03/02/2020,16:01:04
M,27,3917,363,03/02/2020,15:51:40,390,03/02/2020,15:58:23
M,30,7890,331,03/02/2020,15:51:42,302,03/02/2020,15:58:26
M,57,11962,295,03/02/2020,15:51:42,317,03/02/2020,15:58:51
M,35,12238,41,03/02/2020,15:51:50,274,03/02/2020,16:00:07
M,36,11040,294,03/02/2020,15:51:54,349,03/02/2020,16:11:00
F,38,12384,53,03/02/2020,15:51:58,154,03/02/2020,16:06:13
F,33,7355,11,03/02/2020,15:52:02,5,03/02/2020,15:57:08
F,27,11731,317,03/02/2020,15:52:08,286,03/02/2020,16:03:18
M,35,11288,121,03/02/2020,15:52:09,51,03/02/2020,16:00:11
M,61,4170,1,03/02/2020,15:52:11,1,03/02/2020,15:59:19
M,23,6977,366,03/02/2020,15:52:18,17,03/02/2020,16:16:19
M,39,4354,270,03/02/2020,15:52:19,266,03/02/2020,15:58:06
M,26,11034,329,03/02/2020,15:52:24,62,03/02/2020,16:02:34
F,25,9936,282,03/02/2020,15:52:26,255,03/02/2020,16:09:32
M,39,9888,43,03/02/2020,15:52:28,87,03/02/2020,15:58:58
F,31,4080,146,03/02/2020,15:52:29,71,03/02/2020,15:56:36
F,34,8477,121,03/02/2020,15:52:33,51,03/02/2020,16:00:13
M,21,9465,232,03/02/2020,15:52:38,232,03/02/2020,15:56:12
M,39,10123,146,03/02/2020,15:52:40,71,03/02/2020,15:56:40
F,38,12519,66,03/02/2020,15:52:44,59,03/02/2020,16:02:33
M,30,11875,61,03/02/2020,15:52:50,163,03/02/2020,16:22:25
M,34,12433,426,03/02/2020,15:53:06,429,03/02/2020,15:57:42
M,19,10571,149,03/02/2020,15:53:09,280,03/02/2020,15:58:19
M,26,12121,264,03/02/2020,15:53:10,41,03/02/2020,15:57:29
M,35,12490,329,03/02/2020,15:53:20,305,03/02/2020,16:00:06
F,40,11489,70,03/02/2020,15:53:26,59,03/02/2020,16:27:13
M,17,11960,256,03/02/2020,15:53:34,174,03/02/2020,15:58:17
M,54,7986,158,03/02/2020,15:53:42,146,03/02/2020,16:06:42
F,43,7679,60,03/02/2020,15:53:44,313,03/02/2020,16:05:40
F,26,9215,116,03/02/2020,15:53:45,183,03/02/2020,16:01:51
M,27,10991,466,03/02/2020,15:54:00,217,03/02/2020,16:01:38
F,29,9281,31,03/02/2020,15:54:10,151,03/02/2020,16:06:02
F,27,11895,115,03/02/2020,15:54:16,52,03/02/2020,16:07:56
M,32,9256,31,03/02/2020,15:54:20,151,03/02/2020,16:06:12
F,27,8106,350,03/02/2020,15:54:23,384,03/02/2020,16:04:52
M,37,9461,115,03/02/2020,15:54:32,65,03/02/2020,16:12:03
M,27,15120,360,03/02/2020,15:54:33,155,03/02/2020,16:10:19
M,22,11263,18,03/02/2020,15:54:34,119,03/02/2020,16:27:02
M,43,7536,183,03/02/2020,15:54:38,18,03/02/2020,16:11:51
F,29,11458,1,03/02/2020,15:54:40,85,03/02/2020,16:03:01
F,40,6956,354,03/02/2020,15:54:52,301,03/02/2020,16:04:55
M,43,9597,358,03/02/2020,15:54:55,425,03/02/2020,16:03:12
M,47,9099,39,03/02/2020,15:54:55,64,03/02/2020,16:01:32
F,31,9047,143,03/02/2020,15:55:17,116,03/02/2020,16:07:35
M,52,10608,478,03/02/2020,15:55:21,19,03/02/2020,16:41:19
M,61,11826,102,03/02/2020,15:55:23,102,03/02/2020,16:20:04
F,57,12506,49,03/02/2020,15:55:29,53,03/02/2020,15:58:39
M,28,11374,143,03/02/2020,15:55:29,116,03/02/2020,16:07:34
M,57,12102,421,03/02/2020,15:55:31,390,03/02/2020,15:58:48
M,26,7976,149,03/02/2020,15:55:40,156,03/02/2020,16:01:14
M,51,11548,5,03/02/2020,15:55:50,5,03/02/2020,16:08:42
M,25,9184,61,03/02/2020,15:55:51,38,03/02/2020,16:00:50
M,38,10992,7,03/02/2020,15:55:56,199,03/02/2020,16:17:13
F,48,12059,145,03/02/2020,15:56:01,151,03/02/2020,16:28:21
M,44,9259,305,03/02/2020,15:56:16,74,03/02/2020,16:06:23
F,38,10338,341,03/02/2020,15:56:19,376,03/02/2020,16:04:20
M,39,3796,126,03/02/2020,15:56:30,128,03/02/2020,16:02:28
M,26,9130,161,03/02/2020,15:56:33,51,03/02/2020,16:04:37
F,30,12191,187,03/02/2020,15:56:33,166,03/02/2020,16:41:36
F,48,10554,26,03/02/2020,15:56:34,88,03/02/2020,16:13:19
M,35,11800,341,03/02/2020,15:56:35,376,03/02/2020,16:03:57
M,41,11297,402,03/02/2020,15:56:37,432,03/02/2020,16:03:20
M,37,11293,157,03/02/2020,15:56:37,350,03/02/2020,16:12:46
M,29,15243,391,03/02/2020,15:56:39,434,03/02/2020,16:03:36
M,25,15044,160,03/02/2020,15:56:39,160,03/02/2020,15:58:54
M,24,8130,395,03/02/2020,15:56:54,295,03/02/2020,16:14:23
M,24,8191,82,03/02/2020,15:56:59,95,03/02/2020,16:07:57
M,27,10713,295,03/02/2020,15:57:06,302,03/02/2020,16:03:37
M,30,9745,305,03/02/2020,15:57:12,309,03/02/2020,16:07:09
F,37,15283,257,03/02/2020,15:57:14,155,03/02/2020,16:16:28
M,25,10728,351,03/02/2020,15:57:16,173,03/02/2020,16:08:31
M,31,8696,163,03/02/2020,15:57:19,37,03/02/2020,16:13:20
M,30,11449,34,03/02/2020,15:57:19,34,03/02/2020,16:01:58
F,28,12336,163,03/02/2020,15:57:30,37,03/02/2020,16:13:28
F,45,11480,23,03/02/2020,15:57:39,18,03/02/2020,16:30:33
M,30,10742,414,03/02/2020,15:57:46,297,03/02/2020,16:10:25
M,39,8112,195,03/02/2020,15:57:53,7,03/02/2020,16:26:34
F,54,6870,44,03/02/2020,15:58:09,64,03/02/2020,16:04:11
F,23,8380,297,03/02/2020,15:58:11,280,03/02/2020,16:26:20
F,24,7495,102,03/02/2020,15:58:17,30,03/02/2020,16:10:52
M,27,9937,200,03/02/2020,15:58:24,180,03/02/2020,16:31:42
F,49,7736,49,03/02/2020,15:58:24,350,03/02/2020,16:19:24
M,25,9015,310,03/02/2020,15:58:28,303,03/02/2020,16:26:27
M,24,12143,90,03/02/2020,15:58:33,96,03/02/2020,16:20:13
